_index,_id,_version,_score,_source.agent.name,_source.agent.id,_source.data.srcip,_source.data.dstuser,_source.data.srcport,_source.rule.mail,_source.rule.level,_source.rule.hipaa,_source.rule.pci_dss,_source.rule.tsc,_source.rule.description,_source.rule.groups,_source.rule.nist_800_53,_source.rule.gdpr,_source.rule.firedtimes,_source.rule.mitre.technique,_source.rule.mitre.id,_source.rule.mitre.tactic,_source.rule.id,_source.rule.gpg13,_source.full_log,_source.id,_source.timestamp,_source.predecoder.hostname,_source.predecoder.program_name,_source.predecoder.timestamp,_source.manager.name,_source.decoder.parent,_source.decoder.name,_source.input.type,_source.@timestamp,_source.location,_source.GeoLocation.country_name,_source.GeoLocation.location.lon,_source.GeoLocation.location.lat,_source.data.protocol,_source.data.id,_source.data.url,_source.GeoLocation.region_name,_source.data.uid,_source.data.euid,_source.data.tty,_source.GeoLocation.city_name,_source.data.srcuser,_source.data.action,_source.agent.ip,_source.data.extra_data,_source.data.sca.scan_id,_source.data.sca.check.result,_source.data.sca.check.remediation,_source.data.sca.check.previous_result,_source.data.sca.check.compliance.cis_csc_v8,_source.data.sca.check.compliance.soc_2,_source.data.sca.check.compliance.pci_dss_4.0,_source.data.sca.check.compliance.pci_dss_3.2.1,_source.data.sca.check.compliance.mitre_tactics,_source.data.sca.check.compliance.mitre_techniques,_source.data.sca.check.compliance.cis,_source.data.sca.check.compliance.cmmc_v2.0,_source.data.sca.check.compliance.iso_27001-2013,_source.data.sca.check.compliance.cis_csc_v7,_source.data.sca.check.compliance.mitre_mitigations,_source.data.sca.check.description,_source.data.sca.check.id,_source.data.sca.check.title,_source.data.sca.check.rationale,_source.data.sca.check.command,_source.data.sca.type,_source.data.sca.policy,_source.rule.cis_csc_v8,_source.rule.mitre_tactics,_source.rule.mitre_techniques,_source.rule.cis,_source.rule.iso_27001-2013,_source.rule.mitre_mitigations,_source.rule.soc_2,_source.rule.cis_csc_v7
wazuh-alerts-4.x-2024.07.21,TEFW1pABvQ4GvBtka0jX,1,1,localhost,000,114.7.28.4, ,45204,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5"",""10.6.1""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: Attempt to login using a non-existent user,"[""syslog"",""sshd"",""authentication_failed"",""invalid_login""]","[""AU.14"",""AC.7"",""AU.6""]","[""IV_35.7.d"",""IV_32.2""]",34,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5710,"[""7.1""]",Jul 21 17:28:22 localhost sshd[65255]: Invalid user watanabe from 114.7.28.4 port 45204,1721582904.3437689,"Jul 21, 2024 @ 17:28:24.736",localhost,sshd,Jul 21 17:28:22,localhost,sshd,sshd,log,"Jul 21, 2024 @ 17:28:24.736",/var/log/auth.log,Indonesia,106.8286,-6.175, , , , , , , , ,watanabe, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2024.07.21,SEFW1pABvQ4GvBtkIUic,1,1,localhost,000,134.209.29.80, ,58262,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5"",""10.6.1""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: Attempt to login using a non-existent user,"[""syslog"",""sshd"",""authentication_failed"",""invalid_login""]","[""AU.14"",""AC.7"",""AU.6""]","[""IV_35.7.d"",""IV_32.2""]",32,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5710,"[""7.1""]",Jul 21 17:28:04 localhost sshd[65242]: Invalid user sonar from 134.209.29.80 port 58262,1721582884.3435484,"Jul 21, 2024 @ 17:28:04.693",localhost,sshd,Jul 21 17:28:04,localhost,sshd,sshd,log,"Jul 21, 2024 @ 17:28:04.693",/var/log/auth.log,United Kingdom,-0.6658,51.5353, , , ,England, , , ,London,sonar, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2024.07.21,SUFW1pABvQ4GvBtkLUhV,1,1,localhost,000,134.209.29.80, , ,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5"",""10.6.1""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: Attempt to login using a non-existent user,"[""syslog"",""sshd"",""authentication_failed"",""invalid_login""]","[""AU.14"",""AC.7"",""AU.6""]","[""IV_35.7.d"",""IV_32.2""]",33,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5710,"[""7.1""]",Jul 21 17:28:07 localhost sshd[65242]: Failed password for invalid user sonar from 134.209.29.80 port 58262 ssh2,1721582888.3436007,"Jul 21, 2024 @ 17:28:08.722",localhost,sshd,Jul 21 17:28:07,localhost,sshd,sshd,log,"Jul 21, 2024 @ 17:28:08.722",/var/log/auth.log,United Kingdom,-0.6658,51.5353, , , ,England, , , ,London,sonar, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2024.07.21,dEFg1pABvQ4GvBtkLEgP,1,1,localhost,000,170.64.210.239, , ,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",PAM: User login failed.,"[""pam"",""syslog"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",38,"[""Password Guessing""]","[""T1110.001""]","[""Credential Access""]",5503,"[""7.8""]",Jul 21 17:38:56 localhost sshd[65345]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=170.64.210.239 ,1721583537.3478732,"Jul 21, 2024 @ 17:38:57.309",localhost,sshd,Jul 21 17:38:56,localhost, ,pam,log,"Jul 21, 2024 @ 17:38:57.309",/var/log/auth.log,United States,-97.822,37.751, , , , ,0,0,ssh, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2024.07.21,dUFg1pABvQ4GvBtkLEgP,1,1,localhost,000,170.64.210.239, , ,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5"",""10.6.1""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: Attempt to login using a non-existent user,"[""syslog"",""sshd"",""authentication_failed"",""invalid_login""]","[""AU.14"",""AC.7"",""AU.6""]","[""IV_35.7.d"",""IV_32.2""]",43,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5710,"[""7.1""]",Jul 21 17:38:59 localhost sshd[65345]: Failed password for invalid user frappe from 170.64.210.239 port 59060 ssh2,1721583539.3479247,"Jul 21, 2024 @ 17:38:59.311",localhost,sshd,Jul 21 17:38:59,localhost,sshd,sshd,log,"Jul 21, 2024 @ 17:38:59.311",/var/log/auth.log,United States,-97.822,37.751, , , , , , , , ,frappe, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2024.07.21,bUFc1pABvQ4GvBtkvUgk,1,1,localhost,000,35.200.168.8,root, ,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",PAM: User login failed.,"[""pam"",""syslog"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",36,"[""Password Guessing""]","[""T1110.001""]","[""Credential Access""]",5503,"[""7.8""]",Jul 21 17:35:11 localhost sshd[65287]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=35.200.168.8  user=root,1721583313.3464656,"Jul 21, 2024 @ 17:35:13.119",localhost,sshd,Jul 21 17:35:11,localhost, ,pam,log,"Jul 21, 2024 @ 17:35:13.119",/var/log/auth.log, ,105,35, , , , ,0,0,ssh, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2024.07.21,bkFc1pABvQ4GvBtkvUgk,1,1,localhost,000,35.200.168.8,root,39608,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",25,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",Jul 21 17:35:14 localhost sshd[65287]: Failed password for root from 35.200.168.8 port 39608 ssh2,1721583315.3465188,"Jul 21, 2024 @ 17:35:15.121",localhost,sshd,Jul 21 17:35:14,localhost,sshd,sshd,log,"Jul 21, 2024 @ 17:35:15.121",/var/log/auth.log, ,105,35, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2024.07.21,ZEFa1pABvQ4GvBtkhkiw,1,1,localhost,000,117.34.215.8,root,48668,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",24,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",Jul 21 17:32:50 localhost sshd[65265]: Failed password for root from 117.34.215.8 port 48668 ssh2,1721583170.3461037,"Jul 21, 2024 @ 17:32:50.982",localhost,sshd,Jul 21 17:32:50,localhost,sshd,sshd,log,"Jul 21, 2024 @ 17:32:50.982",/var/log/auth.log,China,108.9294,34.2598, , , ,Shaanxi, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2024.07.21,cEFc1pABvQ4GvBtk5Egt,1,1,localhost,000,149.202.92.100,root,59180,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",26,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",Jul 21 17:35:26 localhost sshd[65289]: Failed password for root from 149.202.92.100 port 59180 ssh2,1721583327.3466201,"Jul 21, 2024 @ 17:35:27.130",localhost,sshd,Jul 21 17:35:26,localhost,sshd,sshd,log,"Jul 21, 2024 @ 17:35:27.130",/var/log/auth.log,France,2.3387,48.8582, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2024.07.21,ekFg1pABvQ4GvBtkdkhI,1,1,localhost,000,62.4.12.44,root,36850,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",27,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",Jul 21 17:39:20 localhost sshd[65417]: Failed password for root from 62.4.12.44 port 36850 ssh2,1721583561.3481880,"Jul 21, 2024 @ 17:39:21.333",localhost,sshd,Jul 21 17:39:20,localhost,sshd,sshd,log,"Jul 21, 2024 @ 17:39:21.333",/var/log/auth.log,France,2.3387,48.8582, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2024.07.21,ZkFa1pABvQ4GvBtk6EhX,1,1,localhost,000,170.64.210.239, , ,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",PAM: User login failed.,"[""pam"",""syslog"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",34,"[""Password Guessing""]","[""T1110.001""]","[""Credential Access""]",5503,"[""7.8""]",Jul 21 17:33:14 localhost sshd[65267]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=170.64.210.239 ,1721583195.3462038,"Jul 21, 2024 @ 17:33:15.008",localhost,sshd,Jul 21 17:33:14,localhost, ,pam,log,"Jul 21, 2024 @ 17:33:15.008",/var/log/auth.log,United States,-97.822,37.751, , , , ,0,0,ssh, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2024.07.21,ikFk1pABvQ4GvBtkeUi0,1,1,localhost,000,194.31.64.62, , ,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",PAM: User login failed.,"[""pam"",""syslog"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",45,"[""Password Guessing""]","[""T1110.001""]","[""Credential Access""]",5503,"[""7.8""]",Jul 21 17:43:42 localhost sshd[65441]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=194.31.64.62 ,1721583823.3489225,"Jul 21, 2024 @ 17:43:43.590",localhost,sshd,Jul 21 17:43:42,localhost, ,pam,log,"Jul 21, 2024 @ 17:43:43.590",/var/log/auth.log, , , , , , , ,0,0,ssh, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2024.07.21,i0Fk1pABvQ4GvBtkeUi0,1,1,localhost,000,194.31.64.62, , ,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5"",""10.6.1""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: Attempt to login using a non-existent user,"[""syslog"",""sshd"",""authentication_failed"",""invalid_login""]","[""AU.14"",""AC.7"",""AU.6""]","[""IV_35.7.d"",""IV_32.2""]",55,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5710,"[""7.1""]",Jul 21 17:43:44 localhost sshd[65441]: Failed password for invalid user sunsetsoft from 194.31.64.62 port 52034 ssh2,1721583825.3489736,"Jul 21, 2024 @ 17:43:45.592",localhost,sshd,Jul 21 17:43:44,localhost,sshd,sshd,log,"Jul 21, 2024 @ 17:43:45.592",/var/log/auth.log, , , , , , , , , , , ,sunsetsoft, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2024.07.21,oUFn1pABvQ4GvBtkxUh4,1,1,localhost,000,116.118.50.231,root,41772,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",33,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",Jul 21 17:47:20 localhost sshd[65470]: Failed password for root from 116.118.50.231 port 41772 ssh2,1721584041.3510205,"Jul 21, 2024 @ 17:47:21.811",localhost,sshd,Jul 21 17:47:20,localhost,sshd,sshd,log,"Jul 21, 2024 @ 17:47:21.811",/var/log/auth.log,Vietnam,106.6438,10.8142, , , ,Ho Chi Minh, , , ,Ho Chi Minh City, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2024.07.21,o0Fn1pABvQ4GvBtk1UgZ,1,1,localhost,000,61.177.172.131,root,10539,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",34,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",Jul 21 17:47:24 localhost sshd[65472]: Failed password for root from 61.177.172.131 port 10539 ssh2,1721584045.3511222,"Jul 21, 2024 @ 17:47:25.815",localhost,sshd,Jul 21 17:47:24,localhost,sshd,sshd,log,"Jul 21, 2024 @ 17:47:25.815",/var/log/auth.log,China,121.1141,31.1539, , , ,Shanghai, , , ,Qingpu, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2024.07.21,nEFm1pABvQ4GvBtk00hG,1,1,localhost,000,106.245.229.12, , ,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",PAM: User login failed.,"[""pam"",""syslog"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",50,"[""Password Guessing""]","[""T1110.001""]","[""Credential Access""]",5503,"[""7.8""]",Jul 21 17:46:19 localhost sshd[65465]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=106.245.229.12 ,1721583979.3507598,"Jul 21, 2024 @ 17:46:19.767",localhost,sshd,Jul 21 17:46:19,localhost, ,pam,log,"Jul 21, 2024 @ 17:46:19.767",/var/log/auth.log,South Korea,127.0621,37.4954, , , ,Seoul,0,0,ssh,Gangnam-gu, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2024.07.21,nkFn1pABvQ4GvBtknkhn,1,1,localhost,000,171.244.62.104,root, ,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",PAM: User login failed.,"[""pam"",""syslog"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",51,"[""Password Guessing""]","[""T1110.001""]","[""Credential Access""]",5503,"[""7.8""]",Jul 21 17:47:11 localhost sshd[65468]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=171.244.62.104  user=root,1721584031.3508652,"Jul 21, 2024 @ 17:47:11.801",localhost,sshd,Jul 21 17:47:11,localhost, ,pam,log,"Jul 21, 2024 @ 17:47:11.801",/var/log/auth.log,Vietnam,106,16, , , , ,0,0,ssh, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2024.07.21,fUFi1pABvQ4GvBtkXkif,1,1,localhost,000,188.166.244.230, ,52066,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5"",""10.6.1""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: Attempt to login using a non-existent user,"[""syslog"",""sshd"",""authentication_failed"",""invalid_login""]","[""AU.14"",""AC.7"",""AU.6""]","[""IV_35.7.d"",""IV_32.2""]",46,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5710,"[""7.1""]",Jul 21 17:41:27 localhost sshd[65430]: Invalid user sunsetsoft from 188.166.244.230 port 52066,1721583687.3482353,"Jul 21, 2024 @ 17:41:27.465",localhost,sshd,Jul 21 17:41:27,localhost,sshd,sshd,log,"Jul 21, 2024 @ 17:41:27.465",/var/log/auth.log,Singapore,103.6839,1.314, , , , , , , , ,sunsetsoft, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2024.07.21,fkFi1pABvQ4GvBtkakhM,1,1,localhost,000,188.166.244.230, , ,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5"",""10.6.1""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: Attempt to login using a non-existent user,"[""syslog"",""sshd"",""authentication_failed"",""invalid_login""]","[""AU.14"",""AC.7"",""AU.6""]","[""IV_35.7.d"",""IV_32.2""]",47,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5710,"[""7.1""]",Jul 21 17:41:29 localhost sshd[65430]: Failed password for invalid user sunsetsoft from 188.166.244.230 port 52066 ssh2,1721583689.3482885,"Jul 21, 2024 @ 17:41:29.467",localhost,sshd,Jul 21 17:41:29,localhost,sshd,sshd,log,"Jul 21, 2024 @ 17:41:29.467",/var/log/auth.log,Singapore,103.6839,1.314, , , , , , , , ,sunsetsoft, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2024.07.21,lkFm1pABvQ4GvBtkF0jF,1,1,localhost,000,85.209.11.27, , ,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",PAM: User login failed.,"[""pam"",""syslog"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",48,"[""Password Guessing""]","[""T1110.001""]","[""Credential Access""]",5503,"[""7.8""]",Jul 21 17:45:31 localhost sshd[65450]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=85.209.11.27 ,1721583931.3504531,"Jul 21, 2024 @ 17:45:31.698",localhost,sshd,Jul 21 17:45:31,localhost, ,pam,log,"Jul 21, 2024 @ 17:45:31.698",/var/log/auth.log,United Kingdom,-0.1224,51.4964, , , , ,0,0,ssh, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2024.07.21,l0Fm1pABvQ4GvBtkI0h6,1,1,localhost,000,85.209.11.27, , ,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5"",""10.6.1""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: Attempt to login using a non-existent user,"[""syslog"",""sshd"",""authentication_failed"",""invalid_login""]","[""AU.14"",""AC.7"",""AU.6""]","[""IV_35.7.d"",""IV_32.2""]",57,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5710,"[""7.1""]",Jul 21 17:45:33 localhost sshd[65450]: Failed password for invalid user RPM from 85.209.11.27 port 35634 ssh2,1721583933.3505042,"Jul 21, 2024 @ 17:45:33.700",localhost,sshd,Jul 21 17:45:33,localhost,sshd,sshd,log,"Jul 21, 2024 @ 17:45:33.700",/var/log/auth.log,United Kingdom,-0.1224,51.4964, , , , , , , , ,RPM, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2024.07.21,s0Fq1pABvQ4GvBtko0jk,1,1,localhost,000,134.209.29.80, ,38290,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5"",""10.6.1""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: Attempt to login using a non-existent user,"[""syslog"",""sshd"",""authentication_failed"",""invalid_login""]","[""AU.14"",""AC.7"",""AU.6""]","[""IV_35.7.d"",""IV_32.2""]",67,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5710,"[""7.1""]",Jul 21 17:50:29 localhost sshd[65556]: Invalid user yarn from 134.209.29.80 port 38290,1721584229.3529557,"Jul 21, 2024 @ 17:50:29.986",localhost,sshd,Jul 21 17:50:29,localhost,sshd,sshd,log,"Jul 21, 2024 @ 17:50:29.986",/var/log/auth.log,United Kingdom,-0.6658,51.5353, , , ,England, , , ,London,yarn, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2024.07.21,vUFt1pABvQ4GvBtkoUiU,1,1,localhost,000,61.177.172.131,root, ,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",PAM: User login failed.,"[""pam"",""syslog"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",60,"[""Password Guessing""]","[""T1110.001""]","[""Credential Access""]",5503,"[""7.8""]",Jul 21 17:53:43 localhost sshd[65576]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=61.177.172.131  user=root,1721584424.3534436,"Jul 21, 2024 @ 17:53:44.153",localhost,sshd,Jul 21 17:53:43,localhost, ,pam,log,"Jul 21, 2024 @ 17:53:44.153",/var/log/auth.log,China,121.1141,31.1539, , , ,Shanghai,0,0,ssh,Qingpu, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2024.07.21,vkFt1pABvQ4GvBtkoUiU,1,1,localhost,000,61.177.172.131,root,43848,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",39,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",Jul 21 17:53:46 localhost sshd[65576]: Failed password for root from 61.177.172.131 port 43848 ssh2,1721584426.3534972,"Jul 21, 2024 @ 17:53:46.155",localhost,sshd,Jul 21 17:53:46,localhost,sshd,sshd,log,"Jul 21, 2024 @ 17:53:46.155",/var/log/auth.log,China,121.1141,31.1539, , , ,Shanghai, , , ,Qingpu, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2024.07.21,w0Fv1pABvQ4GvBtkzEhF,1,1,localhost,000,170.64.210.239, ,50250,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5"",""10.6.1""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: Attempt to login using a non-existent user,"[""syslog"",""sshd"",""authentication_failed"",""invalid_login""]","[""AU.14"",""AC.7"",""AU.6""]","[""IV_35.7.d"",""IV_32.2""]",69,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5710,"[""7.1""]",Jul 21 17:56:03 localhost sshd[65617]: Invalid user zimbra from 170.64.210.239 port 50250,1721584564.3536456,"Jul 21, 2024 @ 17:56:04.273",localhost,sshd,Jul 21 17:56:03,localhost,sshd,sshd,log,"Jul 21, 2024 @ 17:56:04.273",/var/log/auth.log,United States,-97.822,37.751, , , , , , , , ,zimbra, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2024.07.21,yEFv1pABvQ4GvBtk0Egm,1,1,localhost,000,134.209.29.80, , ,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5"",""10.6.1""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: Attempt to login using a non-existent user,"[""syslog"",""sshd"",""authentication_failed"",""invalid_login""]","[""AU.14"",""AC.7"",""AU.6""]","[""IV_35.7.d"",""IV_32.2""]",72,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5710,"[""7.1""]",Jul 21 17:56:07 localhost sshd[65619]: Failed password for invalid user odoo from 134.209.29.80 port 37216 ssh2,1721584568.3539067,"Jul 21, 2024 @ 17:56:08.274",localhost,sshd,Jul 21 17:56:07,localhost,sshd,sshd,log,"Jul 21, 2024 @ 17:56:08.274",/var/log/auth.log,United Kingdom,-0.6658,51.5353, , , ,England, , , ,London,odoo, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
